idx	tier	date	link	insts	venue	title
568	C	2024-11	arxiv.org/abs/2411.14489v1	?		GhostRNN: Reducing State Redundancy in RNN with Cheap Operations
569	C	2024-11	10.1109/icei64305.2024.10912365	National Institute of Technology Goa; Indian Institute of Technology Goa; Indian Institute of Technology Dharwad		Exploring the Use of Spatial Pyramid Pooling for CNN-based QbE-STD Systems
570	C	2024-11	arxiv.org/abs/2411.12363v6	Guangdong University of Technology; China Electronic Product Reliability and Environmental Test Institute	Computation	DGSNA: Dynamic Generative Scene-based Noise Addition method
571	A	2024-11	10.1145/3690134.3694825	University College Cork; South East Technological University; Institute of Technology Carlow		Detection of Wake Word Jamming
572	A	2024-11	10.1109/icecs61496.2024.10849192	Centre National de la Recherche Scientifique; Université de Montpellier; Laboratoire d'Informatique, de Robotique et de Microélectronique de Montpellier; Commissariat à l'Énergie Atomique et aux Énergies Alternatives		Trade-Offs in Neural Network Compression: Quantized and Binary Models for Keyword Spotting
573	A	2024-11	10.1109/a-sscc60305.2024.10849242	Tsinghua University		A 174nW Event-Driven Keyword Spotting ASIC with DC-Drift-Resilient Dual-Mode Delta/SAR Quantizer and Multiplier-Less Processor
574	C	2024-11	10.1109/icecs61496.2024.10848730	Swiss Center for Electronics and Microtechnology (Switzerland)		A Study on MRAM Across Memory Hierarchies for Edge KWS Adaptive Power Cycling
575	C	2024-11	10.48550/arxiv.2411.11407	?	arXiv (Cornell University)	The Dark Side of Trust: Authority Citation-Driven Jailbreak Attacks on Large Language Models
576	C	2024-11	10.1109/ropec62734.2024.10877091	Instituto Politécnico Nacional		Spanish-Keywords Spotting Based on a Dual-Layer LSTM Classifier
577	C	2024-11	arxiv.org/abs/2411.06437v1	Shanghai Jiao Tong University; Alibaba Group (China)		CTC-Assisted LLM-Based Contextual ASR
578	B	2024-11	10.1109/wf-iot62078.2024.10811365	University of Guelph		Low-Power Microcontroller Implementation of a Voice Command Interface for IoT Nodes
579	A	2024-11	10.1109/jssc.2024.3475948	STMicroelectronics (France); Centre National de la Recherche Scientifique; École Centrale de Lille	IEEE Journal of Solid-State Circuits	A Sub-400-nW Real-Time Event-Driven Spectrogram Extraction Unit in 28-nm FD-SOI CMOS for Keyword Spotting Application
580	C	2024-11	arxiv.org/abs/2411.04760v3	Uppsala University; Forschungszentrum Jülich	Neural Networks	Zero-Shot Temporal Resolution Domain Adaptation for Spiking Neural Networks
581	A	2024-11	10.1109/iscslp63861.2024.10800317	Inner Mongolia University		OPC-KWS: Optimizing Keyword Spotting with Path Retrieval Decoding and Contrastive Learning
582	C	2024-11	10.1109/apccas62602.2024.10808517	The University of Tokyo		A 250.3μW Versatile Sound Feature Extractor Using 1024-point FFT 64-ch LogMel Filter in 40nm CMOS
583	B	2024-11	10.1109/iscslp63861.2024.10800523	Chinese Academy of Sciences; Institute of Acoustics		Query-by-Example Speech Search using Mamba and Random Offset Mixed Padding
584	C	2024-11	arxiv.org/abs/2411.03150v3	Universidad de Granada; Queen's University; Trinity College Dublin; Oticon Medical (Denmark)	IEEE Signal Processing Letters	Noise-Robust Hearing Aid Voice Control
585	A	2024-11	10.1109/iccbd-ai65562.2024.00077	Joyson Electronics (China)		Self-supervised Pre-trained Contributes to Few-shot Wake Word Detection
586	C	2024-10	10.1109/ubmk63289.2024.10773488	Marmara University		Soft Error Reliability Assessment of TinyML Algorithms on STM32 Microcontroller
587	A	2024-10	10.1109/icds62089.2024.10756431	Al Akhawayn University		Enhancing Accessibility of Feedback Collection in ML Models Through Keyword Spotting: A Moroccan Darija Model
588	A	2024-10	arxiv.org/abs/2410.16647v1	Google (United States)		GE2E-KWS: Generalized End-to-End Training and Evaluation for Zero-shot Keyword Spotting
589	C	2024-10	arxiv.org/abs/2410.16726v1	Shanghai Jiao Tong University; Alibaba Group (China)		Enhancing Low-Resource ASR through Versatile TTS: Bridging the Data Gap
590	A	2024-10	10.3390/math12213309	Gachon University; University of California, Berkeley	Mathematics	Combined Keyword Spotting and Localization Network Based on Multi-Task Learning
591	C	2024-10	10.1186/s13636-024-00375-1	Harbin Institute of Technology	EURASIP Journal on Audio Speech and Musi	SVQ-MAE: an efficient speech pre-training framework with constrained computational resources
592	C	2024-10	10.1007/s11227-024-06497-9	National Institute of Technology Goa; Indian Institute of Technology Goa; Indian Institute of Technology Dharwad	The Journal of Supercomputing	A parallel computing approach to CNN-based QbE-STD using kernel-based matching
593	C	2024-10	10.1145/3691620.3694997	Zhejiang University; Hangzhou City University; City University of Macau		Instructive Code Retriever: Learn from Large Language Model's Feedback for Code Intelligence Tasks
594	A	2024-10	10.1109/jssc.2024.3439740	Columbia University	IEEE Journal of Solid-State Circuits	Background Noise and Process-Variation-Tolerant Sub-Microwatt Keyword Spotting Hardware Featuring Spike-Domain Division-Based Energy Normalization
595	A	2024-10	10.1109/asyu62119.2024.10756974	?		Federe Öğrenme ile Uyandırma Sözcüğü Tespiti Federated Learning for Wake Word Detection
596	A	2024-10	10.1007/s10772-024-10145-1	Silpakorn University	International Journal of Speech Technolo	Enhancing spoken term detection with deep acoustic word embeddings and cross-modal matching techniques
597	C	2024-10	10.48550/arxiv.2410.12288	?	arXiv (Cornell University)	A Prompt-Based Knowledge Graph Foundation Model for Universal In-Context Reasoning
598	C	2024-10	10.1109/iros58592.2024.10802048	University of Missouri		Inverse Kinematics of Robotic Manipulators Using a New Learning-by-Example Method
599	C	2024-10	10.1364/oe.540194	Arizona State University	Optics Express	Foundry fabricated compact slow-light Mach-Zehnder modulator and photodetector for on-chip analog photonic computing
600	C	2024-10	arxiv.org/abs/2410.07530v1	Imperial College London		Audio Explanation Synthesis with Generative Foundation Models
601	C	2024-10	10.3897/biss.8.138931	University of Illinois Urbana-Champaign; Illinois College	Biodiversity Information Science and Sta	SQLite: A “Frictionless” Solution for Exchange of Biodiversity Data?
602	C	2024-10	10.1145/3698876	Santa Clara University; Walmart (United States)	ACM Transactions on Information Systems	Meta-Learning to Rank for Sparsely Supervised Queries
603	C	2024-10	10.1109/icsme58944.2024.00093	University of California, Riverside		MetaSim: A Search Engine for Finding Similar GitHub Repositories
604	C	2024-10	10.3397/in_2024_4144	École Centrale de Nantes; Laboratoire des Sciences du Numérique de Nantes; Nantes Université	NOISE-CON proceedings	Towards multisensory control of physical modeling synthesis
605	A	2024-10	10.1016/j.engappai.2024.109403	Jiangsu University; Ubiquitous Energy (United States); Shandong Youth University of Political Science; Ningbo University of Technology	Engineering Applications of Artificial I	Leveraging Contrastive Language–Image Pre-Training and Bidirectional Cross-attention for Multimodal Keyword Spotting
606	A	2024-10	arxiv.org/abs/2410.00822v2	Wuhan University; Wuhan Business University; Shanghai Jiao Tong University		VHASR: A Multimodal Speech Recognition System With Vision Hotwords
607	A	2024-10	10.1121/10.0035093	University of British Columbia; University of Michigan	The Journal of the Acoustical Society of	The AnySpeech Project —Open-vocabulary keyword spotting and phonetic transcription in any language
608	C	2024-10	10.1121/10.0032367	University of Rochester	The Journal of the Acoustical Society of	Estimating direction of arrival in reverberant environments for wake-word detection using a single structural vibration sensor
609	C	2024-10	10.12693/aphyspola.146.413	Shizuoka University	Acta Physica Polonica A	Adapting Large-Scale Pre-trained Models for Unified Dialect Speech Recognition Model
610	B	2024-10	10.17023/5ac0-tk80	?	IEEE RESOURCE CENTERS	Acoustic Span Embeddings For Multilingual Query-By-Example Search
611	C	2024-10	10.14309/01.ajg.0001031936.39760.44	MetroHealth; MetroHealth Medical Center	The American Journal of Gastroenterology	S642 Assessing the Quality of AI Responses and Resistance to Sycophancy in Providing Patient-Centered Medical Advice on Gastroesophageal Reflux Disease
612	C	2024-09	arxiv.org/abs/2409.19432v3	University of Padua; Arctic Business Incubator (Sweden)	Internet of Things	MicroFlow: An Efficient Rust-Based Inference Engine for TinyML
613	A	2024-09	10.3233/faia240421	Alexion Pharma (Switzerland); i2CAT	Frontiers in artificial intelligence and	Automatic Catalan Keyword Spotting Database Generator
614	C	2024-09	10.3233/faia390	?	Frontiers in artificial intelligence and	Artificial Intelligence Research and Development
615	C	2024-09	10.1109/icicdt63592.2024.10717725	?		A System-in-Package for Smart Microphone with Ultra-Low Power AI Co-Processor
616	A	2024-09	10.26599/tst.2024.9010088	Beijing Institute of Technology; First Affiliated Hospital of Zhengzhou University; Zhengzhou University of Light Industry; École Nationale Supérieure d'Ingénieurs de Caen	Tsinghua Science & Technology	Multi-Task ConvMixer Networks with Triplet Attention for Low-Resource Keyword Spotting
617	N	2024-09	arxiv.org/abs/2409.16317v1	?	arXiv (Cornell University)	A Literature Review of Keyword Spotting Technologies for Urdu
618	A	2024-09	arxiv.org/abs/2409.10076v1	Northwestern Polytechnical University; Xiaomi (China)		Optimizing Dysarthria Wake-Up Word Spotting: An End-to-End Approach for SLT 2024 LRDWWS Challenge
619	C	2024-09	arxiv.org/abs/2409.09284v1	?		M$^{3}$V: A multi-modal multi-view approach for Device-Directed Speech Detection
620	A	2024-09	arxiv.org/abs/2409.08605v3	University of Southern California		Effective Integration of KAN for Keyword Spotting
621	A	2024-09	10.1145/3700906.3700931	Southwest University		An FPGA-Accelerated Approach to Direct Waveform Processing for Low-Power Keyword Spotting
622	A	2024-09	arxiv.org/abs/2409.08153v3	Nanyang Technological University		Dark Experience for Incremental Keyword Spotting
623	C	2024-09	arxiv.org/abs/2409.07936v1	Aalborg University; Institut de Recherche Technologique SystemX		Detecting and Defending Against Adversarial Attacks on Automatic Speech Recognition via Diffusion Models
624	A	2024-09	10.1016/j.measurement.2024.115722	Korea University; Korea Institute of Machinery & Materials	Measurement	Artificial basilar membrane/hair cell integrated acoustic system for keyword spotting in noisy environments inspired by human cochlea
625	C	2024-09	10.1145/3650212.3680355	Nanyang Technological University; The New Press; Institute of Information Engineering; University of Chinese Academy of Sciences		How Effective Are They? Exploring Large Language Model Based Fuzz Driver Generation
626	C	2024-09	10.4324/9781003514237-4	?		Supervised Machine Learning with BERT for Content Analysis
627	A	2024-09	arxiv.org/abs/2409.04799v2	Nankai University		PB-LRDWWS System for the SLT 2024 Low-Resource Dysarthria Wake-Up Word Spotting Challenge
628	A	2024-09	arxiv.org/abs/2409.09067v1	Apple (United Kingdom)		SLiCK: Exploiting Subsequences for Length-Constrained Keyword Spotting
629	C	2024-09	arxiv.org/abs/2409.03597v4	?	arXiv (Cornell University)	Multimodal Laryngoscopic Video Analysis for Assisted Diagnosis of Vocal Fold Paralysis
630	A	2024-09	10.21437/interspeech.2024-104	Huawei Technologies (China)		A Multitask Training Approach to Enhance Whisper with Open-Vocabulary Keyword Spotting
631	A	2024-09	10.21437/interspeech.2024-233	?		RepTor: Re-parameterizable Temporal Convolution for Keyword Spotting via Differentiable Kernel Search
632	B	2024-09	10.21437/interspeech.2024-328	?		Anonymising Elderly and Pathological Speech: Voice Conversion Using DDSP and Query-by-Example
633	A	2024-08	arxiv.org/abs/2409.00356v1	?	arXiv (Cornell University)	Contrastive Augmentation: An Unsupervised Learning Approach for Keyword Spotting in Speech Technology
634	C	2024-08	arxiv.org/abs/2408.15508v2	?	arXiv (Cornell University)	EmoAttack: Utilizing Emotional Voice Conversion for Speech Backdoor Attacks on Deep Speech Classification Models
635	A	2024-08	arxiv.org/abs/2409.00099v2	?		Query-by-Example Keyword Spotting Using Spectral-Temporal Graph Attentive Pooling and Multi-Task Learning
636	C	2024-08	10.1145/3670653.3677489	Technische Universität Dresden		Customized Wake-Word Integration in ANC-Enabled Headphones: Enhancing Assistive Technology for Noise-Sensitive Employees in Office
637	C	2024-08	10.32517/0234-0453-2024-39-3-5-15	Moscow City University; Siberian Federal University	Informatics and Education	Generative artificial intelligence application enhancement in educational activities
638	A	2024-08	arxiv.org/abs/2408.13355v1	The University of Texas at Dallas		Disentangled Training with Adversarial Examples For Robust Small-footprint Keyword Spotting
639	A	2024-08	arxiv.org/abs/2408.12481v2	KU Leuven; Greenerwave (France)	IEEE Internet of Things Journal	Self-Learning for Personalized Keyword Spotting on Ultra-Low-Power Audio Sensors
640	A	2024-08	10.1561/116.20240014	Tokushima University; Toyohashi University of Technology; Anan National College of Technology	APSIPA Transactions on Signal and Inform	Detection of Arbitrary Wake Words by Coupling a Phoneme Predictor and a Phoneme Sequence Detector
641	A	2024-08	arxiv.org/abs/2408.10463v1	?	arXiv (Cornell University)	Adversarial training of Keyword Spotting to Minimize TTS Data Overfitting
642	C	2024-08	arxiv.org/abs/2408.11858v1	Technical University of Denmark		Convexity-based Pruning of Speech Representation Models
643	C	2024-08	10.1109/jssc.2024.3440506	University of Macau; Institute of Microelectronics	IEEE Journal of Solid-State Circuits	A 1.8% FAR, 2 ms Decision Latency, 1.73 nJ/Decision Keywords-Spotting (KWS) Chip Incorporating Transfer-Computing Speaker Verification, Hybrid-IF-Domain Computing and Scalable 5T-SRAM
644	N	2024-08	10.48550/arxiv.2408.08544	?	arXiv (Cornell University)	Scaling up Multimodal Pre-training for Sign Language Understanding
645	A	2024-08	10.1021/acsnano.4c06144	Fudan University; Shanghai Fudan Microelectronics (China); Beijing Academy of Artificial Intelligence; Shanghai Artificial Intelligence Laboratory	ACS Nano	Physical Reservoir Computing Using van der Waals Ferroelectrics for Acoustic Keyword Spotting
646	A	2024-08	arxiv.org/abs/2408.05156v1	?		Neuromorphic Keyword Spotting with Pulse Density Modulation MEMS Microphones
647	A	2024-08	arxiv.org/abs/2408.03593v1	Korea Advanced Institute of Science and Technology	IEEE Signal Processing Letters	Bridging the Gap between Audio and Text using Parallel-attention for User-defined Keyword Spotting
648	C	2024-08	10.1109/ccece59415.2024.10667309	Lebanese American University		A Deep Learning Approach for Arabic Spoken Command Spotting
649	C	2024-08	10.1109/ialp63756.2024.10661160	Duke Kunshan University		Two-stage and Self-supervised Voice Conversion for Zero-Shot Dysarthric Speech Reconstruction
650	B	2024-08	10.3103/s0146411624700561	Moscow Technical University of Communication and Informatics	Automatic Control and Computer Sciences	Building a Production-Ready Keyword Detection System on a Real-World Audio
651	C	2024-08	10.14778/3685800.3685899	Case Western Reserve University	Proceedings of the VLDB Endowment	ModsNet: Performance-Aware Top- k Model Search Using Exemplar Datasets
652	A	2024-07	arxiv.org/abs/2407.19834v1	?		Frequency &amp; Channel Attention Network for Small Footprint Noisy Spoken Keyword Spotting
653	A	2024-07	10.48550/arxiv.2407.19834	?	arXiv (Cornell University)	Frequency & Channel Attention Network for Small Footprint Noisy Spoken Keyword Spotting
654	A	2024-07	10.1109/icccn61486.2024.10637528	Clausthal University of Technology		Beyond Wake Words: Advancing Smart Speaker Protection with Continuous Authentication and Local Profiles
655	A	2024-07	arxiv.org/abs/2407.18879v1	?		Utilizing TTS Synthesized Data for Efficient Development of Keyword Spotting Model
656	C	2024-07	arxiv.org/abs/2407.18838v1	?		The Role of Temporal Hierarchy in Spiking Neural Networks
657	C	2024-07	arxiv.org/abs/2407.18985v1	?	arXiv (Cornell University)	Implementation and Applications of WakeWords Integrated with Speaker Recognition: A Case Study
658	A	2024-07	arxiv.org/abs/2407.16840v1	?		Synth4Kws: Synthesized Speech for User Defined Keyword Spotting in Low Resource Environments
659	A	2024-07	arxiv.org/abs/2407.16026v3	University College Dublin		KWT-Tiny: RISC-V Accelerated, Embedded Keyword Spotting Transformer
660	A	2024-07	10.1109/icmew63481.2024.10645411	University of Science and Technology of China		Exploring Semi-Supervised, Subcategory Classification and Subwords Alignment for Visual Wake Word Spotting
661	A	2024-07	10.1109/icmew63481.2024.10645389	University of Science and Technology of China; Tencent (China)		Enhancing Visual Wake Word Spotting with Pretrained Model and Feature Balance Scaling
662	A	2024-07	10.1109/icmew63481.2024.10645425	Wuhan University		The Whu Wake Word Lipreading System for the 2024 Chat-Scenario Chinese Lipreading Challenge
663	C	2024-07	10.1109/icmew63481.2024.10645486	University of Science and Technology of China; University of Palermo; Georgia Institute of Technology		Summary on the Chat-Scenario Chinese Lipreading (ChatCLR) Challenge
664	C	2024-07	10.1109/icmew63481.2024.10645364	Silpakorn University		An Enhanced Multimodal Negative Feedback Detection Framework with Target Retrieval in Thai Spoken Audio
665	A	2024-07	10.1109/cisat62382.2024.10695189	Dalian University of Technology		Robust Keyword Spotting Based on Long-Term Feature Fusion and Band-Weighted Normalization
666	N	2024-07	arxiv.org/abs/2407.11061v2	?	arXiv (Cornell University)	Exploring the Boundaries of On-Device Inference: When Tiny Falls Short, Go Hierarchical
667	C	2024-07	10.1145/3626772.3657877	Northeastern University; Aalborg University; University of Verona; TU Wien		A Large Scale Test Corpus for Semantic Table Search
668	C	2024-07	arxiv.org/abs/2407.18917v2	University of Sussex	Frontiers in Computational Neuroscience	Learning Delays Through Gradients and Structure: Emergence of Spatiotemporal Patterns in Spiking Neural Networks
669	A	2024-07	arxiv.org/abs/2407.04662v1	?	arXiv (Cornell University)	Multitaper mel-spectrograms for keyword spotting
670	A	2024-07	arxiv.org/abs/2407.06078v1	Xinjiang University; Tsinghua University; Harbin Institute of Technology; Beijing University of Posts and Telecommunications		Few-Shot Keyword Spotting from Mixed Speech
671	C	2024-07	10.11606/d.3.2024.tde-29042026-080427	?		Compressão de redes neurais profundas e estratégia de destilação de dados no contexto de representações tempo-frequenciais.
672	A	2024-07	10.1109/spcom60851.2024.10631631	National Institute of Technology Durgapur		Exploring TinyML Frameworks for Small-Footprint Keyword Spotting: A Concise Overview
673	A	2024-06	10.1109/ijcnn60899.2024.10651052	National Taiwan University of Science and Technology		A Small-Footprint Keyword Spotting Modeling with Novel Data Augmentation Methods
674	C	2024-06	10.14445/23488387/ijcse-v11i6p107	?	International Journal of Computer Scienc	Face Recognition-Based Authenticated Voice Assistant System
675	C	2024-06	10.3390/app14135718	Feng Chia University; Asia University	Applied Sciences	Implementation of an Automatic Meeting Minute Generation System Using YAMNet with Speaker Identification and Keyword Prompts
676	A	2024-06	10.1145/3634737.3637668	Indian Institute of Technology Delhi		SpotOn: Adversarially Robust Keyword Spotting on Resource-Constrained IoT Platforms
677	C	2024-06	arxiv.org/abs/2406.18313v2	Bauman Moscow State Technical University; Wuhan University of Technology		Advancing Airport Tower Command Recognition: Integrating Squeeze-and-Excitation and Broadcasted Residual Learning
678	A	2024-06	10.1109/cai59869.2024.00039	Indian Institute of Technology Kanpur; La Trobe University		An efficient TF-IDF based Query by Example Spoken Term Detection
679	C	2024-06	10.54216/jchci.080203	?	Journal of Cognitive Human-Computer Inte	UNI – A Retrieval Augmented Generation Powered Virtual Assistant for College Related Queries
680	A	2024-06	arxiv.org/abs/2406.15112v1	?	arXiv (Cornell University)	Micro-power spoken keyword spotting on Xylo Audio 2
681	A	2024-06	arxiv.org/abs/2406.13179v1	?		Global-Local Convolution with Spiking Neural Networks for Energy-efficient Keyword Spotting
682	A	2024-06	10.18280/isi.290334	?	Ingénierie des systèmes d information	Self-Supervised Spoken Term Detection for Query by Example
683	A	2024-06	arxiv.org/abs/2406.12447v1	?		Text-aware Speech Separation for Multi-talker Keyword Spotting
684	A	2024-06	10.1109/vlsitechnologyandcir46783.2024.10631331	Seoul National University; Columbia University		A 5.6µW 10-Keyword End-to-End Keyword Spotting System Using Passive-Averaging SAR ADC and Sign-Exponent-Only Layer Fusion with 92.7% Accuracy
685	A	2024-06	arxiv.org/abs/2406.12726v1	?		ED-sKWS: Early-Decision Spiking Neural Networks for Rapid,and Energy-Efficient Keyword Spotting
686	N	2024-06	arxiv.org/abs/2406.10304v1	?	arXiv (Cornell University)	Enhancing Voice Wake-Up for Dysarthria: Mandarin Dysarthria Speech Corpus Release and Customized System Design
687	C	2024-06	10.1016/j.ins.2024.121013	Xi'an Jiaotong University; Qingdao University	Information Sciences	Improving query efficiency of black-box attacks via the preference of deep learning models
688	A	2024-06	arxiv.org/abs/2406.07923v1	?		CTC-aligned Audio-Text Embedding for Streaming Open-vocabulary Keyword Spotting
689	A	2024-06	arxiv.org/abs/2406.07310v1	?		MM-KWS: Multi-modal Prompts for Multilingual User-defined Keyword Spotting
690	C	2024-06	10.1109/meco62516.2024.10577837	South East European University		Exploring Local and Cloud-Based Training Use Cases for Embedded Machine Learning
691	C	2024-06	http://www.theses.fr/2024COAZ4019/document	Université Côte d'Azur; Observatoire de la Côte d’Azur	theses.fr (ABES)	Apprentissage profond et statistique sur données audiovisuelles dédié aux systèmes embarqués pour l'interface homme-machine
692	C	2024-06	10.1002/adem.202400675	Federal Institute For Materials Research and Testing; Fraunhofer Institute for Mechanics of Materials	Advanced Engineering Materials	Semantic Representation of Low‐Cycle‐Fatigue Testing Data Using a Fatigue Test Ontology and ckan.kupferdigital Data Management System
693	A	2024-06	arxiv.org/abs/2406.06634v1	?		Sparse Binarization for Fast Keyword Spotting
694	A	2024-06	arxiv.org/abs/2406.05314v1	?		Relational Proxy Loss for Audio-Text based Keyword Spotting
695	C	2024-06	10.48550/arxiv.2406.05111	?	arXiv (Cornell University)	Categorizing Sources of Information for Explanations in Conversational AI Systems for Older Adults Aging in Place
696	C	2024-06	10.1109/icdv61346.2024.10616823	National Institute of Advanced Industrial Science and Technology		Ultra-Low Power Neural Network Processors using Analog-Based Computation
697	C	2024-06	arxiv.org/abs/2406.02649v1	?	arXiv (Cornell University)	Keyword-Guided Adaptation of Automatic Speech Recognition
698	C	2024-06	arxiv.org/abs/2406.02652v2	?	arXiv (Cornell University)	RepCNN: Micro-sized, Mighty Models for Wakeword Detection
699	C	2024-06	arxiv.org/abs/2406.01655v1	Politecnico di Milano; Infineon Technologies (United Kingdom)		TinySV: Speaker Verification in TinyML with On-device Learning
700	C	2024-06	10.1145/3662004	?		Proceedings of the 2nd International Workshop on Networked AI Systems
701	C	2024-06	10.1145/3662004.3663550	Monash University Malaysia		A Transformer-free signal encoding module for efficient networked AI systems
702	C	2024-05	10.1145/3636534.3649345	Rutgers, The State University of New Jersey; Temple University; New Jersey Institute of Technology		Inaudible Backdoor Attack via Stealthy Frequency Trigger Injection in Audio Spectrogram
703	A	2024-05	10.3390/electronics13112097	Universidade de São Paulo	Electronics	Advantages and Pitfalls of Dataset Condensation: An Approach to Keyword Spotting with Time-Frequency Representations
704	C	2024-05	arxiv.org/abs/2405.15868v2	Purdue University West Lafayette		LLS: Local Learning Rule for Deep Neural Networks Inspired by Neural Activity Synchronization
705	A	2024-05	arxiv.org/abs/2405.14489v1	International Institute of Information Technology, Hyderabad	Lecture notes in computer science	End-to-End User-Defined Keyword Spotting using Shifted Delta Coefficients
706	A	2024-05	10.1109/hora61326.2024.10550542	University of Kentucky		Exploring the Effect of Kernel Depth in Compact Keyword Spotting Models
707	C	2024-05	arxiv.org/abs/2405.11831v2	Columbia University		SSAMBA: Self-Supervised Audio Representation Learning with Mamba State Space Model
708	A	2024-05	arxiv.org/abs/2405.13051v1	?	arXiv (Cornell University)	Towards Contactless Elevators with TinyML using CNN-based Person Detection and Keyword Spotting
709	A	2024-05	10.1109/iscas58744.2024.10558145	?		A Charge-Trap-Transistor-Based Fully Analog Machine Learning Inference Engine for Audio Keyword Spotting
710	C	2024-05	10.1109/iscas58744.2024.10558440	Nanyang Technological University; Agency for Science, Technology and Research		High Accuracy and Low Latency Mixed Precision Neural Network Acceleration for TinyML Applications on Resource-Constrained FPGAs
711	C	2024-05	10.1109/iscas58744.2024.10558064	The University of Tokyo; Tsinghua University		Efficient FPGA Resource Utilization in Wired-Logic Processors Using Coarse and Fine Segmentation of LUTs for Non-Linear Functions
712	C	2024-05	10.1109/iscas58744.2024.10558196	NaMLab (Germany); University of Groningen; Ruhr University Bochum		Coincidence Detection with an Analog Spiking Neuron Exploiting Ferroelectric Polarization
713	C	2024-05	10.1109/iscas58744.2024.10558484	Southeast University		Live Demonstration: A Target-Separable BWN Inspired Speech Recognition Processor with Low-power Precision-adaptive Approximate Computing
714	N	2024-05	10.1109/icee63041.2024.10668131	Tarbiat Modares University		Spotting of a Particular Printed Word in Farsi Handwritten Forms Using Deep Learning
715	C	2024-05	10.1109/icde60146.2024.00272	Boston University; Northeastern University; Worcester Polytechnic Institute		Gen-T: Table Reclamation in Data Lakes
716	A	2024-05	10.1109/cscwd61410.2024.10580134	Southeast University		TSDNet: An Efficient Light Footprint Keyword Spotting Deep Network Base on Tempera Segment Normalization
717	C	2024-05	10.1109/cscwd61410.2024.10580468	Anhui University		MicroENet: An Efficient Network for MCUs with Low Model Parameters and Peak Memory
718	A	2024-05	arxiv.org/abs/2405.03905v2	Delft University of Technology; ETH Zurich	IEEE transactions on circuits and system	DeltaKWS: A 65nm 36nJ/Decision Bio-inspired Temporal-Sparsity-Aware Digital Keyword Spotting IC with 0.6V Near-Threshold SRAM
719	C	2024-05	10.48550/arxiv.2405.03511	?	arXiv (Cornell University)	Extremal Separation Problems for Temporal Instance Queries
720	C	2024-05	10.48550/arxiv.2405.02714	?	arXiv (Cornell University)	Beyond Relevance: Evaluate and Improve Retrievers on Perspective Awareness
721	C	2024-05	10.1109/aiiot58432.2024.10574612	Siddhartha Medical College		Voice-Activated Learning Framework Using Raspberry Pi for Children’s Education
722	C	2024-05	arxiv.org/abs/2405.00892v6	?		Wake Vision: A Tailored Dataset and Benchmark Suite for TinyML Computer Vision Applications
723	C	2024-05	10.63317/3z6frdixwnmr	?		CB-Whisper: Contextual Biasing Whisper Using Open-Vocabulary Keyword-Spotting
724	A	2024-05	10.1049/ell2.13219	Sun Yat-sen University	Electronics Letters	9.1 µW keyword spotting processor based on optimized MFCC and small‐footprint TENet in 28‐nm CMOS
725	C	2024-05	10.1109/tcad.2024.3395984	Southeast University; Nanjing University of Aeronautics and Astronautics	IEEE Transactions on Computer-Aided Desi	Timing Error Tolerant CNN Accelerator With Layerwise Approximate Multiplication
726	A	2024-04	10.24191/jeesr.v24i1.013	INTI International University; University of Surrey; Universiti Teknologi MARA	Journal of Electrical & Electronic Syste	Wake Word and Speech Recognition Application on Edge Device: A Case of Improving the Electric Wheelchair
727	A	2024-04	10.1109/dcoss-iot61029.2024.00018	University College Cork; South East Technological University; Institute of Technology Carlow		Adversarial Training to Prevent Wake Word Jamming in Personal Voice Assistants
728	C	2024-04	10.55041/ijsrem31831	Dwarkadas J. Sanghvi College of Engineering	INTERANTIONAL JOURNAL OF SCIENTIFIC RESE	VOICE CONTROL CAR USING MACHINE LEARNING
729	A	2024-04	arxiv.org/abs/2404.14903v2	?	arXiv (Cornell University)	Multi-Sample Dynamic Time Warping for Few-Shot Keyword Spotting
730	C	2024-04	10.1109/icmcis61231.2024.10540613	Fraunhofer Institute for Communication, Information Processing and Ergonomics		Strong Label Generation for Preparing Speech Data in Military Applications Using CTC Loss
731	C	2024-04	10.1109/nice61972.2024.10548824	RWTH Aachen University		Hardware-aware Few-shot Learning on a Memristor-based Small-world Architecture
732	A	2024-04	10.1109/aicas59952.2024.10595968	Centre National de la Recherche Scientifique; Université de Toulon; Institut des Matériaux, de Microélectronique et des Nanosciences de Provence; Laboratoire d’Informatique et Systèmes		Analog Features Extractor for Ultra-Low Power Embedded AI Listening and Keyword Spotting
733	A	2024-04	10.36948/ijfmr.2024.v06i02.17767	?	International Journal For Multidisciplin	Voice Intelligence Based Wake Word Detection of Regional Dialects using 1D Convolutional Neural Network
734	C	2024-04	10.48550/arxiv.2404.08846	?	arXiv (Cornell University)	Experimental Design for Active Transductive Inference in Large Language Models
735	C	2024-04	arxiv.org/abs/2404.06702v1	UNSW Sydney		What is Learnt by the LEArnable Front-end (LEAF)? Adapting Per-Channel Energy Normalisation (PCEN) to Noisy Conditions
736	A	2024-04	arxiv.org/abs/2404.03914v2	International Institute of Information Technology, Hyderabad		Open vocabulary keyword spotting through transfer learning from speech synthesis
737	A	2024-04	10.1109/isqed60706.2024.10528680	University of Kentucky		RTKWS: Real-Time Keyword Spotting Based on Integer Arithmetic for Edge Deployment
738	A	2024-04	10.1109/isqed60706.2024.10528719	University of Kentucky		A Low-cost keyword spotting architecture based on wavelet packets feature extraction for edge device
